cfg,a_sharpe,a_calmar,a_cagr,a_dd,a_in,b_sharpe,b_calmar,b_cagr,b_dd,b_in
up=120 down= 80 vWin=30 vEntry=off vExit=150,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=30 vEntry= 90 vExit=off,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=30 vEntry= 90 vExit= 60,0.04864321516843713,-0.023095931309474804,-1.3289184501284579,-57.53907180972981,27.252747252747252,0.39600710889540536,0.15850754979910442,5.0368058871529175,-31.77644152304836,8.748824082784571
up=120 down= 80 vWin=30 vEntry= 90 vExit= 70,0.16538774101427958,0.018418829216543482,1.0383739715518425,-56.37567726721699,31.692307692307693,0.24018651695518192,0.07764874202997617,2.844539262194079,-36.633423643823484,13.358419567262464
up=120 down= 80 vWin=30 vEntry= 90 vExit= 80,0.14312317612998524,0.00797507015357757,0.4545694789876764,-56.99880630940396,31.868131868131865,0.6258480477238018,0.4416803763635793,15.75721943711741,-35.67561585336654,26.66980244590781
up=120 down= 80 vWin=30 vEntry= 90 vExit=100,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.5133008737803437,0.32685702775459746,12.091195258342191,-36.992306212305756,28.739416745061146
up=120 down= 80 vWin=30 vEntry= 90 vExit=120,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=30 vEntry= 90 vExit=150,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=30 vEntry=120 vExit=off,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=30 vEntry=120 vExit= 60,0.04864321516843713,-0.023095931309474804,-1.3289184501284579,-57.53907180972981,27.252747252747252,0.39600710889540536,0.15850754979910442,5.0368058871529175,-31.77644152304836,8.748824082784571
up=120 down= 80 vWin=30 vEntry=120 vExit= 70,0.16538774101427958,0.018418829216543482,1.0383739715518425,-56.37567726721699,31.692307692307693,0.24018651695518192,0.07764874202997617,2.844539262194079,-36.633423643823484,13.358419567262464
up=120 down= 80 vWin=30 vEntry=120 vExit= 80,0.14312317612998524,0.00797507015357757,0.4545694789876764,-56.99880630940396,31.868131868131865,0.6258480477238018,0.4416803763635793,15.75721943711741,-35.67561585336654,26.66980244590781
up=120 down= 80 vWin=30 vEntry=120 vExit=100,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.5133008737803437,0.32685702775459746,12.091195258342191,-36.992306212305756,28.739416745061146
up=120 down= 80 vWin=30 vEntry=120 vExit=120,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=30 vEntry=120 vExit=150,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=40 vEntry=off vExit= 60,0.03200458562724217,-0.029385367902074005,-1.7366055113257062,-59.097626992893204,27.34065934065934,0.2167108887616922,0.07460064165521994,2.2859253202032415,-30.642167003978994,11.194731890874882
up=120 down= 80 vWin=40 vEntry=off vExit= 70,0.0867292390654162,-0.011272186390327184,-0.6164555577595654,-54.68819769415402,27.56043956043956,0.12159393891768737,0.0033264313731980913,0.12185856971647091,-36.633423643823406,15.663217309501412
up=120 down= 80 vWin=40 vEntry=off vExit= 80,0.1437625070327816,0.007106847435189574,0.40640278321653067,-57.184678146350265,32.65934065934066,0.4489797435067741,0.25371415422531785,9.385471683499125,-36.99230621230575,26.575729068673564
up=120 down= 80 vWin=40 vEntry=off vExit=100,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.5011733800046457,0.2880125496841846,11.927081005849782,-41.41167118907918,30.056444026340547
up=120 down= 80 vWin=40 vEntry=off vExit=120,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=40 vEntry=off vExit=150,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=40 vEntry= 90 vExit=off,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=40 vEntry= 90 vExit= 60,0.03200458562724217,-0.029385367902074005,-1.7366055113257062,-59.097626992893204,27.34065934065934,0.2167108887616922,0.07460064165521994,2.2859253202032415,-30.642167003978994,11.194731890874882
up=120 down= 80 vWin=40 vEntry= 90 vExit= 70,0.0867292390654162,-0.011272186390327184,-0.6164555577595654,-54.68819769415402,27.56043956043956,0.12159393891768737,0.0033264313731980913,0.12185856971647091,-36.633423643823406,15.663217309501412
up=120 down= 80 vWin=40 vEntry= 90 vExit= 80,0.1437625070327816,0.007106847435189574,0.40640278321653067,-57.184678146350265,32.65934065934066,0.4489797435067741,0.25371415422531785,9.385471683499125,-36.99230621230575,26.575729068673564
up=120 down= 80 vWin=40 vEntry= 90 vExit=100,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.5011733800046457,0.2880125496841846,11.927081005849782,-41.41167118907918,30.056444026340547
up=120 down= 80 vWin=40 vEntry= 90 vExit=120,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=40 vEntry= 90 vExit=150,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=40 vEntry=120 vExit=off,0.2950053837200458,0.07742370808315462,4.364813979727145,-56.37567726721699,34.5934065934066,0.7235726754967066,0.6286477348510021,23.86084437927851,-37.9558265408112,45.10818438381938
up=120 down= 80 vWin=40 vEntry=120 vExit= 60,0.03200458562724217,-0.029385367902074005,-1.7366055113257062,-59.097626992893204,27.34065934065934,0.2167108887616922,0.07460064165521994,2.2859253202032415,-30.642167003978994,11.194731890874882
up=120 down= 80 vWin=40 vEntry=120 vExit= 70,0.0867292390654162,-0.011272186390327184,-0.6164555577595654,-54.68819769415402,27.56043956043956,0.12159393891768737,0.0033264313731980913,0.12185856971647091,-36.633423643823406,15.663217309501412
