date,price,slope_up,slope_down,slope_up_prev,slope_down_prev,slope,vol,in_market,asset_ret,strat_ret,strat_equity,bh_equity
2023-04-18,33.4378,0.14319947368421054,0.2345570450281426,0.16145105263157894,0.226612138836773,0.14319947368421054,46.929841374200436,True,0.00898611949305983,0.00898611949305983,11713041.716507284,13000699.84447918
2023-04-19,33.14,0.12655954887218052,0.23272903377110696,0.14319947368421054,0.2345570450281426,0.12655954887218052,46.707412339317905,True,-0.008906088319207695,-0.008906088319207695,11608724.332493506,12884914.46345274
2023-04-20,32.4793,0.08218368421052637,0.22662371482176363,0.12655954887218052,0.23272903377110696,0.08218368421052637,45.82906110229472,True,-0.01993663246831623,-0.01993663246831623,11377285.462050583,12628032.65940919
2023-04-21,32.1163,0.05169654135338356,0.22281961538461542,0.08218368421052637,0.22662371482176363,0.05169654135338356,43.06198474437248,True,-0.011176349243980033,-0.011176349243980033,11250128.94627825,12486897.356143247
2023-04-24,31.6976,0.016927819548872257,0.2109556378986867,0.05169654135338356,0.22281961538461542,0.016927819548872257,43.324265485480716,True,-0.013036993676108444,-0.013036993676108444,11103461.086350216,12324105.754276993
2023-04-25,29.6595,-0.05873330827067662,0.19205377110694186,0.016927819548872257,0.2109556378986867,-0.05873330827067662,48.838388992588975,True,-0.06429824340013124,-0.06429824340013124,10389528.042836184,11531687.402799532
2023-04-26,30.9903,-0.12091090225563901,0.17671846153846157,-0.05873330827067662,0.19205377110694186,-0.12091090225563901,51.14228275779035,True,0.044869266171041255,0.044869266171041255,10855698.541981697,12049105.754276987
2023-04-27,32.9074,-0.12716639097744353,0.16517098499061916,-0.12091090225563901,0.17671846153846157,-0.12716639097744353,51.09458545903441,True,0.06186129208171587,0.06186129208171587,11527246.080238285,12794479.0046658
2023-04-28,33.959,-0.1025563157894736,0.1596656378986867,-0.12716639097744353,0.16517098499061916,-0.1025563157894736,50.96409166888135,True,0.03195633808808962,0.03195633808808962,11895614.653202984,13203343.701399865
2023-05-01,34.0241,-0.055843533834586435,0.1593215196998124,-0.1025563157894736,0.1596656378986867,-0.055843533834586435,48.66614495531205,True,0.0019170175800227174,0.0019170175800227174,11918418.75561835,13228654.74339053
