up,down,vwin,ventry,vexit,cagr,maxdd,sharpe,calmar,final,time_in_mkt,trades
20,10,15,90.0,120.0,9.117003463320339,-40.25637615726947,0.501837778461251,0.22647352627327824,456998.1608717561,25.701894544624516,83
20,10,15,90.0,150.0,9.117003463320339,-40.25637615726947,0.501837778461251,0.22647352627327824,456998.1608717561,25.701894544624516,83
20,10,15,120.0,,10.463054072973655,-51.12529655852811,0.5077523013965172,0.2046551272518405,565776.7876240253,29.58228714905273,96
20,10,15,120.0,60.0,3.1815508670688386,-41.1219348819464,0.27370384667704345,0.07736870544157255,172538.53241969307,17.096553298333713,97
20,10,15,120.0,70.0,8.888712297496504,-34.280357765133374,0.5224481684365742,0.25929461875503623,440629.81509025453,22.118237845240813,97
20,10,15,120.0,80.0,9.02609011512643,-39.77895685745254,0.5029710096361119,0.22690615411236964,450412.2249571018,25.176900251084227,96
20,10,15,120.0,100.0,13.590246151911867,-39.77895685745255,0.6390426131141494,0.3416441059681973,920004.963217389,27.870349235334395,96
20,10,15,120.0,120.0,10.463054072973655,-51.12529655852811,0.5077523013965172,0.2046551272518405,565776.7876240253,29.58228714905273,96
20,10,15,120.0,150.0,10.463054072973655,-51.12529655852811,0.5077523013965172,0.2046551272518405,565776.7876240253,29.58228714905273,96
20,10,20,,60.0,1.304470122312118,-51.00194802025446,0.16154514667126535,0.025576868589295303,125321.2938175683,16.297648938598496,101
20,10,20,,70.0,9.040982113962981,-29.609775535374162,0.5322285411635872,0.3053377457442024,451484.86709622556,22.75736133302899,100
20,10,20,,80.0,10.065640442386027,-34.339560224641254,0.5571126521494761,0.2931208313833665,531355.298694707,23.967130792056608,100
20,10,20,,100.0,11.696313739438846,-38.98275738836953,0.58131561170447,0.3000381328317332,686465.8409506041,27.2540515863958,100
20,10,20,,120.0,10.736177829857962,-51.12529655852806,0.5170024291835603,0.2099973702366151,590640.0860070605,29.673590504451035,100
20,10,20,,150.0,11.343517093120692,-51.12529655852804,0.5201519121609852,0.22187679792008008,649668.3838552048,30.609449897283724,100
20,10,20,90.0,,11.80799575261764,-40.82762962667632,0.6081501455033738,0.2892158046055759,698518.0400032534,25.24537776763296,81
20,10,20,90.0,60.0,1.8029815610709488,-40.93780757119552,0.19231153158574354,0.04404196677937278,136506.30289922957,15.863958000456515,82
